"BCR","BCR_name","CommonName","ScientificName","SPEC","No_individuals","Nsta_CJS","No_yrunique_adults","No_yrunique_young","phi.med","phi.sd","phi.05","phi.95","phi.trend.med","phi.trend.sd","phi.trend.05","phi.trend.95","sigma.phi.med","sigma.phi.sd","sigma.phi.05","sigma.phi.95","pi.med","pi.sd","pi.05","pi.95","pi.trend.med","pi.trend.sd","pi.trend.05","pi.trend.95","sigma.pi.med","sigma.pi.sd","sigma.pi.05","sigma.pi.95","ri.med","ri.sd","ri.05","ri.95","ri.trend.med","ri.trend.sd","ri.trend.05","ri.trend.95","sigma.ri.med","sigma.ri.sd","sigma.ri.05","sigma.ri.95","ahy.med","ahy.sd","ahy.05","ahy.95","ahy.trend.med","ahy.trend.sd","ahy.trend.05","ahy.trend.95","sigma.ahy.med","sigma.ahy.sd","sigma.ahy.05","sigma.ahy.95","hy.med","hy.sd","hy.05","hy.95","hy.trend.med","hy.trend.sd","hy.trend.05","hy.trend.95","sigma.hy.med","sigma.hy.sd","sigma.hy.05","sigma.hy.95"
12,"Boreal Hardwood Transition","American Robin","Turdus migratorius","AMRO",200,14,294,90,0.514,0.032,0.458,0.563,-0.002,0.018,-0.023,0.037,0.845,1.068,0.087,3.443,0.775,0.092,0.616,0.915,-0.009,0.028,-0.052,0.039,0.839,1.199,0.093,3.43,0.197,0.054,0.127,0.301,-0.006,0.01,-0.022,0.01,0.393,0.251,0.041,0.858,1.756,0.42,1.216,2.565,0.003,0.011,-0.015,0.02,0.209,0.121,0.034,0.43,0.292,0.106,0.168,0.508,-0.005,0.019,-0.038,0.024,0.586,0.233,0.241,1.008
12,"Boreal Hardwood Transition","Ovenbird","Seiurus aurocapilla","OVEN",626,10,1082,236,0.561,0.036,0.501,0.619,0.022,0.015,-0.001,0.049,0.257,0.232,0.024,0.742,0.476,0.044,0.406,0.549,-0.001,0.026,-0.039,0.044,0.555,0.385,0.078,1.295,0.155,0.027,0.116,0.204,0.007,0.013,-0.012,0.03,0.255,0.136,0.045,0.494,3.891,0.818,2.758,5.421,0.01,0.01,-0.006,0.026,0.29,0.062,0.204,0.405,0.523,0.157,0.321,0.828,0.011,0.015,-0.015,0.036,0.386,0.127,0.195,0.608
12,"Boreal Hardwood Transition","Purple Finch","Haemorhous purpureus","PUFI",109,6,113,28,0.496,0.077,0.401,0.631,-0.001,0.05,-0.053,0.073,5.009,2.867,0.562,9.507,0.709,0.151,0.42,0.941,-0.008,0.098,-0.168,0.109,4.09,2.911,0.304,9.347,0.209,0.05,0.121,0.286,-0.009,0.035,-0.069,0.046,0.456,0.416,0.034,1.329,0.753,0.274,0.366,1.246,-0.01,0.021,-0.044,0.025,0.798,0.219,0.511,1.22,0.11,0.064,0.035,0.237,-0.017,0.033,-0.069,0.04,0.658,0.444,0.087,1.537
12,"Boreal Hardwood Transition","Swainson's Thrush","Catharus ustulatus","SWTH",274,3,389,29,0.594,0.025,0.542,0.624,-0.005,0.013,-0.023,0.017,0.277,0.249,0.025,0.804,0.496,0.1,0.337,0.659,-0.034,0.035,-0.105,0.006,0.813,0.693,0.103,2.165,0.083,0.04,0.04,0.164,-0.003,0.015,-0.026,0.021,0.763,0.423,0.147,1.533,0.894,0.298,0.535,1.494,-0.006,0.008,-0.021,0.006,0.085,0.066,0.007,0.217,0.075,0.047,0.03,0.172,-0.008,0.022,-0.045,0.028,0.576,0.354,0.089,1.23
12,"Boreal Hardwood Transition","White-throated Sparrow","Zonotrichia albicollis","WTSP",587,12,752,217,0.436,0.048,0.373,0.524,0.017,0.023,-0.021,0.054,0.694,0.51,0.085,1.692,0.679,0.056,0.596,0.776,-0.031,0.03,-0.082,0.014,0.319,0.338,0.029,1.031,0.274,0.045,0.209,0.355,0.011,0.016,-0.013,0.039,0.282,0.195,0.033,0.658,2.661,0.78,1.651,4.166,0.006,0.009,-0.008,0.02,0.123,0.081,0.016,0.279,0.722,0.245,0.42,1.211,0.024,0.024,-0.014,0.064,0.482,0.18,0.244,0.825
12,"Boreal Hardwood Transition","Red-eyed Vireo","Vireo olivaceus","REVI",597,15,806,36,0.613,0.023,0.577,0.651,-0.001,0.011,-0.019,0.017,0.243,0.231,0.03,0.74,0.75,0.087,0.611,0.9,-0.031,0.03,-0.083,0.015,0.877,0.598,0.131,2.079,0.02,0.007,0.011,0.033,-0.001,0.023,-0.033,0.041,1.131,0.37,0.666,1.847,3.365,0.76,2.337,4.809,0.01,0.012,-0.008,0.03,0.363,0.078,0.255,0.508,0.044,0.019,0.023,0.082,-0.01,0.028,-0.043,0.048,1.243,0.391,0.757,2.019
12,"Boreal Hardwood Transition","Yellow Warbler","Setophaga petechia","YEWA",106,5,122,20,0.578,0.031,0.523,0.624,0,0.012,-0.017,0.018,2.63,2.666,0.228,8.708,0.538,0.109,0.357,0.718,-0.016,0.015,-0.042,0.005,4.366,2.54,1.079,9.22,0.13,0.059,0.065,0.249,0.001,0.014,-0.024,0.02,0.503,0.429,0.046,1.337,1.201,0.813,0.463,2.929,0.028,0.031,-0.021,0.082,0.629,0.31,0.241,1.249,0.132,0.144,0.034,0.44,-0.011,0.035,-0.069,0.045,0.439,0.381,0.046,1.228
12,"Boreal Hardwood Transition","Gray Catbird","Dumetella carolinensis","GRCA",172,7,207,20,0.524,0.045,0.434,0.576,-0.005,0.01,-0.019,0.012,4.314,2.406,1.177,9.034,0.618,0.05,0.563,0.722,-0.008,0.013,-0.029,0.011,1.245,1.317,0.156,4.229,0.102,0.039,0.054,0.18,0.006,0.011,-0.01,0.026,0.487,0.391,0.049,1.264,2.449,0.844,1.419,4.109,-0.017,0.019,-0.052,0.009,0.208,0.126,0.031,0.442,0.215,0.143,0.083,0.516,0.017,0.017,-0.009,0.048,0.473,0.395,0.053,1.282
12,"Boreal Hardwood Transition","Traill's Flycatcher","Empidonax alnorum/traillii","TRFL",446,12,528,23,0.537,0.037,0.492,0.613,-0.012,0.017,-0.041,0.013,0.368,0.403,0.038,1.223,0.438,0.072,0.332,0.567,-0.067,0.04,-0.135,-0.008,0.365,0.433,0.03,1.311,0.021,0.009,0.011,0.041,0.025,0.031,-0.032,0.067,0.93,0.506,0.271,1.927,2.225,0.869,1.291,4.057,0.013,0.014,-0.009,0.036,0.098,0.083,0.008,0.272,0.034,0.028,0.013,0.095,-0.003,0.048,-0.089,0.068,1.034,0.502,0.424,2.028
12,"Boreal Hardwood Transition","American Goldfinch","Spinus tristis","AMGO",272,15,,,0.441,0.032,0.392,0.493,-0.009,0.021,-0.045,0.025,2.03,2.43,0.315,8.171,0.703,0.165,0.386,0.924,-0.024,0.033,-0.078,0.026,6.443,2.532,1.698,9.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Lower Great Lakes/ St. Lawrence Plain","American Robin","Turdus migratorius","AMRO",1072,28,1336,1126,0.501,0.03,0.44,0.537,-0.011,0.014,-0.039,0.008,,,,,0.591,0.07,0.487,0.716,-0.019,0.024,-0.066,0.012,0.314,0.331,0.033,1.04,0.506,0.102,0.369,0.701,0,0.011,-0.011,0.025,0.378,0.093,0.25,0.551,3.294,0.613,2.426,4.437,0.003,0.007,-0.009,0.015,0.208,0.054,0.135,0.309,1.35,0.387,0.881,2.115,0.033,0.012,0.015,0.053,0.252,0.058,0.174,0.361
13,"Lower Great Lakes/ St. Lawrence Plain","American Redstart","Setophaga ruticilla","AMRE",379,21,492,97,0.533,0.03,0.487,0.581,0.012,0.02,-0.022,0.043,0.496,0.47,0.043,1.47,0.464,0.088,0.336,0.624,-0.02,0.027,-0.072,0.016,0.666,0.548,0.072,1.79,0.091,0.025,0.058,0.138,0.007,0.021,-0.02,0.049,0.894,0.257,0.538,1.369,1.388,0.414,0.881,2.204,-0.024,0.017,-0.052,0.004,0.354,0.09,0.228,0.522,0.073,0.035,0.036,0.145,0.032,0.03,-0.018,0.081,0.793,0.219,0.498,1.207
13,"Lower Great Lakes/ St. Lawrence Plain","Warbling Vireo","Vireo gilvus","WAVI",139,16,146,31,0.548,0.07,0.438,0.665,-0.006,0.025,-0.039,0.036,1.969,2.497,0.157,8.37,0.278,0.177,0.06,0.628,-0.025,0.037,-0.091,0.019,3.689,2.783,0.585,9.278,0.118,0.056,0.057,0.233,-0.002,0.033,-0.043,0.063,0.539,0.385,0.06,1.289,0.53,0.162,0.325,0.846,-0.011,0.01,-0.027,0.006,0.376,0.162,0.111,0.654,0.058,0.029,0.029,0.118,-0.022,0.032,-0.066,0.036,0.634,0.33,0.146,1.231
13,"Lower Great Lakes/ St. Lawrence Plain","Brown-headed Cowbird","Molothrus ater","BHCO",162,24,212,21,0.497,0.042,0.42,0.558,0.003,0.018,-0.025,0.033,1.764,2.44,0.089,8.003,0.473,0.137,0.266,0.702,0.001,0.029,-0.041,0.051,1.559,1.768,0.153,5.759,0.056,0.013,0.044,0.083,0.01,0.023,-0.018,0.057,0.444,0.355,0.043,1.163,0.773,0.188,0.522,1.134,0,0.014,-0.023,0.024,0.157,0.105,0.016,0.354,0.057,0.023,0.028,0.103,0.012,0.031,-0.025,0.075,0.301,0.276,0.022,0.883
13,"Lower Great Lakes/ St. Lawrence Plain","White-throated Sparrow","Zonotrichia albicollis","WTSP",170,8,217,70,0.408,0.051,0.31,0.478,0.031,0.029,-0.006,0.088,0.43,0.47,0.039,1.452,0.662,0.076,0.533,0.782,0.011,0.048,-0.049,0.104,0.573,0.571,0.055,1.754,0.297,0.087,0.22,0.484,0,0.021,-0.04,0.028,0.8,0.277,0.403,1.299,0.502,0.235,0.255,0.995,-0.002,0.011,-0.02,0.015,0.261,0.115,0.066,0.454,0.217,0.106,0.102,0.437,-0.019,0.024,-0.062,0.018,0.637,0.245,0.267,1.067
13,"Lower Great Lakes/ St. Lawrence Plain","Ovenbird","Seiurus aurocapilla","OVEN",309,16,403,82,0.539,0.054,0.444,0.618,0.01,0.023,-0.039,0.034,0.594,0.629,0.055,1.959,0.453,0.054,0.346,0.523,-0.044,0.031,-0.1,0,0.651,0.541,0.072,1.787,0.183,0.04,0.128,0.257,-0.001,0.016,-0.026,0.027,0.471,0.258,0.068,0.92,1.14,0.284,0.757,1.682,-0.014,0.01,-0.031,0.003,0.147,0.099,0.01,0.33,0.198,0.07,0.114,0.339,-0.021,0.02,-0.055,0.011,0.392,0.223,0.058,0.8
13,"Lower Great Lakes/ St. Lawrence Plain","Song Sparrow","Melospiza melodia","SOSP",1880,27,2508,2324,0.43,0.026,0.389,0.474,0.01,0.009,-0.001,0.028,0.386,0.152,0.152,0.654,0.655,0.032,0.604,0.71,-0.008,0.011,-0.022,0.014,0.18,0.136,0.021,0.453,0.779,0.092,0.643,0.943,0.003,0.007,-0.006,0.017,0.245,0.055,0.17,0.35,5.718,1.361,3.954,8.324,-0.015,0.005,-0.024,-0.006,0.058,0.034,0.008,0.117,4.669,1.285,3.034,7.047,-0.006,0.01,-0.022,0.011,0.315,0.058,0.239,0.426
13,"Lower Great Lakes/ St. Lawrence Plain","American Goldfinch","Spinus tristis","AMGO",2226,26,2575,7,0.444,0.023,0.409,0.484,-0.014,0.015,-0.043,0.006,0.32,0.208,0.039,0.709,0.63,0.07,0.528,0.76,-0.022,0.024,-0.061,0.017,0.303,0.251,0.033,0.816,0.001,0.001,0,0.002,-0.022,0.044,-0.084,0.059,0.739,0.721,0.082,2.224,5.401,1.276,3.611,7.735,-0.032,0.009,-0.046,-0.017,0.28,0.052,0.212,0.379,0.005,0.005,0.001,0.015,-0.038,0.057,-0.124,0.062,0.599,0.717,0.036,2.059
13,"Lower Great Lakes/ St. Lawrence Plain","Downy Woodpecker","Dryobates pubescens","DOWO",294,27,379,471,0.514,0.043,0.444,0.584,0.016,0.024,-0.016,0.062,0.379,0.357,0.049,1.137,0.79,0.134,0.565,0.989,0.01,0.048,-0.075,0.077,1.199,1.386,0.118,4.262,1.164,0.175,0.915,1.484,0.017,0.011,-0.001,0.036,0.077,0.07,0.007,0.224,0.91,0.138,0.709,1.161,0.014,0.011,-0.003,0.033,0.256,0.095,0.103,0.418,1.063,0.18,0.803,1.39,0.031,0.012,0.014,0.051,0.248,0.085,0.124,0.402
13,"Lower Great Lakes/ St. Lawrence Plain","Veery","Catharus fuscescens","VEER",469,21,690,162,0.618,0.018,0.587,0.645,0.004,0.011,-0.015,0.021,0.289,0.228,0.029,0.742,0.553,0.053,0.456,0.628,-0.02,0.017,-0.048,0.009,0.621,0.356,0.102,1.261,0.159,0.037,0.11,0.228,0.006,0.015,-0.017,0.031,0.314,0.175,0.044,0.622,1.82,0.494,1.2,2.765,-0.016,0.009,-0.031,-0.003,0.066,0.053,0.007,0.175,0.267,0.102,0.149,0.476,0.011,0.018,-0.019,0.041,0.286,0.147,0.048,0.537
13,"Lower Great Lakes/ St. Lawrence Plain","Wood Thrush","Hylocichla mustelina","WOTH",325,24,432,99,0.44,0.048,0.342,0.493,-0.002,0.021,-0.04,0.025,1.275,1.202,0.249,3.707,0.472,0.084,0.348,0.626,-0.019,0.031,-0.076,0.025,0.233,0.267,0.02,0.822,0.188,0.026,0.157,0.24,0.025,0.017,-0.001,0.056,0.152,0.14,0.017,0.452,1.109,0.273,0.747,1.634,0.003,0.016,-0.024,0.029,0.3,0.121,0.111,0.509,0.227,0.068,0.14,0.357,0.012,0.022,-0.026,0.046,0.419,0.219,0.075,0.809
13,"Lower Great Lakes/ St. Lawrence Plain","Indigo Bunting","Passerina cyanea","INBU",132,17,212,21,0.509,0.028,0.46,0.55,-0.002,0.019,-0.038,0.021,1.003,1.366,0.058,4.066,0.558,0.084,0.4,0.674,0.007,0.026,-0.03,0.053,1.2,1.666,0.113,5.165,0.073,0.022,0.045,0.115,-0.003,0.017,-0.025,0.028,0.352,0.327,0.03,1.057,0.811,0.223,0.532,1.248,-0.003,0.015,-0.028,0.022,0.161,0.107,0.016,0.361,0.054,0.024,0.025,0.103,0.002,0.033,-0.044,0.064,0.283,0.275,0.029,0.874
13,"Lower Great Lakes/ St. Lawrence Plain","Red-eyed Vireo","Vireo olivaceus","REVI",561,25,622,43,0.609,0.026,0.563,0.647,-0.004,0.013,-0.028,0.014,0.531,0.37,0.065,1.234,0.661,0.089,0.531,0.825,-0.04,0.03,-0.096,-0.001,0.55,0.649,0.047,1.969,0.048,0.013,0.031,0.075,-0.007,0.017,-0.037,0.021,0.342,0.261,0.035,0.87,1.438,0.265,1.072,1.936,0,0.01,-0.016,0.015,0.154,0.08,0.02,0.288,0.071,0.023,0.043,0.117,-0.023,0.019,-0.057,0.008,0.346,0.252,0.04,0.838
13,"Lower Great Lakes/ St. Lawrence Plain","Field Sparrow","Spizella pusilla","FISP",243,9,363,168,0.452,0.041,0.373,0.505,0.017,0.017,-0.008,0.047,0.29,0.303,0.032,0.955,0.859,0.079,0.727,0.983,0.018,0.129,-0.087,0.282,1.033,1.6,0.095,4.676,0.285,0.07,0.209,0.429,0.026,0.023,-0.01,0.066,0.136,0.145,0.014,0.458,1.178,0.369,0.634,1.815,0.024,0.018,-0.006,0.052,0.158,0.102,0.016,0.349,0.324,0.099,0.177,0.489,0.053,0.027,0.007,0.096,0.199,0.156,0.021,0.515
13,"Lower Great Lakes/ St. Lawrence Plain","Common Yellowthroat","Geothlypis trichas","COYE",1509,25,2068,648,0.502,0.019,0.471,0.535,0.004,0.008,-0.006,0.019,0.142,0.124,0.013,0.404,0.614,0.038,0.554,0.68,-0.011,0.015,-0.037,0.014,0.454,0.193,0.146,0.789,0.244,0.041,0.187,0.321,0.006,0.01,-0.008,0.024,0.319,0.083,0.203,0.471,3.675,0.955,2.517,5.514,-0.014,0.007,-0.026,-0.002,0.187,0.047,0.121,0.276,0.813,0.315,0.453,1.434,0.008,0.012,-0.013,0.028,0.244,0.075,0.136,0.38
13,"Lower Great Lakes/ St. Lawrence Plain","Yellow Warbler","Setophaga petechia","YEWA",2094,22,2986,1538,0.577,0.016,0.549,0.603,-0.002,0.008,-0.018,0.008,0.225,0.137,0.033,0.481,0.57,0.034,0.516,0.627,-0.017,0.011,-0.038,-0.001,0.328,0.153,0.083,0.594,0.333,0.062,0.243,0.446,0.004,0.009,-0.009,0.02,0.32,0.071,0.223,0.453,5.931,1.876,3.663,9.655,-0.06,0.007,-0.072,-0.048,0.182,0.039,0.127,0.255,1.78,0.662,1.006,3.035,-0.03,0.014,-0.053,-0.008,0.421,0.075,0.323,0.565
13,"Lower Great Lakes/ St. Lawrence Plain","Traill's Flycatcher","Empidonax alnorum/traillii","TRFL",719,21,809,61,0.516,0.03,0.458,0.558,-0.015,0.017,-0.049,0.007,0.253,0.233,0.015,0.74,0.47,0.054,0.391,0.568,0.003,0.024,-0.035,0.044,0.188,0.17,0.023,0.555,0.029,0.011,0.016,0.052,0.021,0.028,-0.032,0.059,0.987,0.319,0.554,1.57,1.612,0.399,1.095,2.387,-0.034,0.01,-0.05,-0.017,0.114,0.061,0.019,0.222,0.039,0.023,0.017,0.087,-0.017,0.037,-0.081,0.039,0.906,0.313,0.477,1.49
13,"Lower Great Lakes/ St. Lawrence Plain","House Wren","Troglodytes aedon","HOWR",349,17,419,246,0.335,0.046,0.255,0.405,0.019,0.031,-0.021,0.078,0.536,0.431,0.047,1.384,0.61,0.079,0.469,0.73,0.006,0.04,-0.032,0.092,0.663,0.539,0.075,1.718,0.773,0.182,0.536,1.123,-0.006,0.019,-0.044,0.018,0.45,0.177,0.181,0.767,0.964,0.333,0.565,1.647,-0.006,0.016,-0.032,0.019,0.381,0.124,0.215,0.615,0.728,0.227,0.446,1.174,-0.004,0.012,-0.028,0.011,0.101,0.085,0.009,0.279
13,"Lower Great Lakes/ St. Lawrence Plain","Gray Catbird","Dumetella carolinensis","GRCA",2546,26,3738,1669,0.543,0.02,0.517,0.581,-0.004,0.007,-0.014,0.009,0.291,0.137,0.09,0.539,0.624,0.029,0.585,0.68,-0.008,0.01,-0.026,0.007,0.385,0.162,0.125,0.668,0.307,0.05,0.237,0.401,0.011,0.009,0,0.03,0.329,0.074,0.23,0.468,9.67,1.764,7.182,12.846,0.005,0.005,-0.003,0.013,0.11,0.031,0.066,0.165,2.797,0.903,1.703,4.57,0.032,0.011,0.014,0.051,0.332,0.069,0.241,0.464
13,"Lower Great Lakes/ St. Lawrence Plain","Black-capped Chickadee","Poecile atricapillus","BCCH",778,28,952,1209,0.486,0.023,0.446,0.52,0.008,0.01,-0.01,0.023,0.277,0.198,0.031,0.659,0.662,0.067,0.564,0.783,-0.025,0.023,-0.062,0.011,0.213,0.228,0.019,0.703,1.046,0.158,0.816,1.336,-0.007,0.01,-0.024,0.01,0.339,0.086,0.216,0.498,2.222,0.368,1.694,2.9,-0.016,0.007,-0.027,-0.005,0.125,0.057,0.03,0.221,2.089,0.505,1.435,3.078,-0.02,0.008,-0.032,-0.008,0.352,0.066,0.263,0.476
13,"Lower Great Lakes/ St. Lawrence Plain","Northern Cardinal","Cardinalis cardinalis","NOCA",363,24,567,146,0.585,0.023,0.555,0.629,0.001,0.008,-0.011,0.013,0.276,0.324,0.023,1.015,0.573,0.071,0.45,0.679,0.016,0.025,-0.016,0.066,0.763,0.609,0.09,2.006,0.228,0.042,0.167,0.304,-0.003,0.019,-0.034,0.028,0.726,0.189,0.466,1.077,1.634,0.269,1.256,2.135,0.021,0.009,0.007,0.036,0.082,0.064,0.007,0.21,0.356,0.089,0.238,0.524,0.007,0.017,-0.018,0.037,0.496,0.152,0.285,0.778
14,"Atlantic Northern Forest","Yellow-rumped Warbler","Setophaga coronata","YRWA",427,21,543,58,0.481,0.035,0.435,0.547,-0.007,0.019,-0.042,0.019,0.363,0.394,0.026,1.187,0.76,0.136,0.543,0.984,-0.051,0.081,-0.192,0.029,1.017,1.592,0.102,4.859,0.061,0.022,0.033,0.105,-0.005,0.029,-0.047,0.05,0.691,0.306,0.29,1.278,1.419,0.322,0.99,2.03,-0.005,0.01,-0.027,0.005,0.346,0.093,0.225,0.525,0.063,0.032,0.029,0.129,-0.02,0.026,-0.068,0.014,0.816,0.31,0.433,1.426
14,"Atlantic Northern Forest","White-throated Sparrow","Zonotrichia albicollis","WTSP",726,22,745,179,0.425,0.037,0.368,0.487,0.034,0.026,-0.001,0.082,0.245,0.214,0.028,0.691,0.659,0.056,0.57,0.752,-0.001,0.041,-0.066,0.065,0.278,0.257,0.027,0.818,0.26,0.038,0.2,0.325,0.002,0.017,-0.029,0.028,0.165,0.132,0.018,0.435,1.758,0.442,1.173,2.593,-0.02,0.017,-0.05,0.005,0.243,0.068,0.151,0.37,0.441,0.12,0.282,0.668,-0.043,0.025,-0.085,-0.003,0.281,0.141,0.057,0.529
14,"Atlantic Northern Forest","Dark-eyed Junco","Junco hyemalis","DEJU",191,12,258,163,0.459,0.033,0.388,0.492,0.005,0.022,-0.024,0.047,0.464,0.477,0.039,1.492,0.665,0.044,0.58,0.72,-0.011,0.025,-0.04,0.035,1.407,1.076,0.27,3.603,0.546,0.15,0.357,0.836,-0.026,0.024,-0.074,0.005,0.628,0.211,0.346,1.024,1.09,0.4,0.622,1.892,0.001,0.008,-0.007,0.018,0.288,0.113,0.109,0.482,0.61,0.237,0.333,1.089,-0.002,0.02,-0.034,0.033,0.694,0.194,0.435,1.061
14,"Atlantic Northern Forest","American Robin","Turdus migratorius","AMRO",578,28,565,182,0.503,0.03,0.443,0.541,-0.004,0.015,-0.025,0.024,,,,,0.649,0.084,0.52,0.799,-0.016,0.027,-0.067,0.02,0.324,0.38,0.024,1.136,0.16,0.042,0.104,0.241,-0.006,0.009,-0.02,0.01,0.649,0.178,0.404,0.984,1.338,0.269,0.981,1.854,0.002,0.009,-0.013,0.016,0.189,0.075,0.068,0.315,0.197,0.063,0.118,0.32,-0.003,0.017,-0.03,0.024,0.534,0.14,0.345,0.8
14,"Atlantic Northern Forest","Song Sparrow","Melospiza melodia","SOSP",391,16,418,389,0.44,0.035,0.383,0.497,0.009,0.01,-0.002,0.029,0.281,0.26,0.027,0.832,0.537,0.051,0.458,0.625,-0.011,0.012,-0.028,0.012,0.257,0.238,0.024,0.763,0.778,0.155,0.568,1.071,-0.003,0.009,-0.022,0.009,0.456,0.141,0.25,0.711,0.856,0.325,0.492,1.531,-0.003,0.013,-0.024,0.018,0.312,0.103,0.159,0.49,0.56,0.218,0.304,0.996,-0.014,0.015,-0.039,0.011,0.447,0.098,0.312,0.633
14,"Atlantic Northern Forest","Ovenbird","Seiurus aurocapilla","OVEN",727,26,992,239,0.603,0.032,0.554,0.659,0.027,0.017,0.006,0.06,0.311,0.251,0.032,0.823,0.505,0.041,0.45,0.583,-0.031,0.022,-0.07,0.003,0.327,0.248,0.033,0.812,0.181,0.03,0.137,0.234,0.003,0.014,-0.017,0.029,0.383,0.128,0.191,0.61,2.508,0.49,1.84,3.415,0,0.009,-0.016,0.016,0.236,0.06,0.151,0.346,0.388,0.106,0.251,0.595,0.005,0.017,-0.023,0.033,0.435,0.117,0.272,0.653
14,"Atlantic Northern Forest","Black-capped Chickadee","Poecile atricapillus","BCCH",615,28,634,310,0.502,0.028,0.469,0.559,0.009,0.01,-0.008,0.025,0.358,0.285,0.026,0.937,0.703,0.091,0.568,0.873,-0.029,0.027,-0.076,0.009,0.845,0.59,0.128,2.034,0.295,0.062,0.21,0.413,-0.017,0.017,-0.049,0.008,0.603,0.152,0.398,0.884,1.517,0.254,1.164,1.99,-0.005,0.01,-0.021,0.013,0.263,0.071,0.162,0.391,0.386,0.111,0.242,0.6,-0.026,0.013,-0.053,-0.012,0.653,0.143,0.461,0.924
14,"Atlantic Northern Forest","Red-eyed Vireo","Vireo olivaceus","REVI",470,21,525,13,0.605,0.028,0.55,0.642,-0.003,0.013,-0.027,0.015,0.386,0.384,0.035,1.185,0.589,0.098,0.45,0.772,-0.027,0.03,-0.073,0.023,0.592,0.56,0.055,1.733,0.017,0.006,0.008,0.029,-0.002,0.023,-0.033,0.04,0.73,0.471,0.106,1.614,1.707,0.328,1.237,2.306,0.006,0.011,-0.011,0.025,0.207,0.091,0.058,0.362,0.025,0.011,0.011,0.046,-0.01,0.03,-0.043,0.051,0.832,0.463,0.197,1.703
14,"Atlantic Northern Forest","American Redstart","Setophaga ruticilla","AMRE",695,19,763,132,0.527,0.028,0.476,0.566,0.015,0.018,-0.014,0.045,0.519,0.326,0.065,1.121,0.631,0.067,0.53,0.751,-0.015,0.023,-0.056,0.02,0.376,0.324,0.039,1.047,0.082,0.022,0.053,0.123,0.004,0.02,-0.025,0.04,0.455,0.261,0.089,0.94,1.311,0.377,0.837,2.035,-0.035,0.014,-0.058,-0.01,0.234,0.084,0.103,0.378,0.077,0.036,0.039,0.153,0.003,0.035,-0.055,0.061,0.656,0.221,0.363,1.076
14,"Atlantic Northern Forest","Wood Thrush","Hylocichla mustelina","WOTH",184,11,190,66,0.445,0.041,0.362,0.496,-0.001,0.019,-0.034,0.027,0.593,0.79,0.049,2.149,0.645,0.086,0.512,0.795,0.002,0.042,-0.068,0.069,1.071,1.391,0.126,4.108,0.19,0.035,0.156,0.263,0.023,0.022,-0.011,0.062,0.497,0.277,0.101,1,0.943,0.338,0.536,1.62,-0.042,0.021,-0.077,-0.008,0.239,0.134,0.041,0.479,0.218,0.087,0.113,0.391,0.018,0.025,-0.025,0.058,0.593,0.249,0.202,1.021
14,"Atlantic Northern Forest","American Goldfinch","Spinus tristis","AMGO",530,13,,,0.435,0.031,0.378,0.477,-0.011,0.021,-0.051,0.017,0.782,1.355,0.077,3.999,0.495,0.131,0.316,0.746,-0.027,0.032,-0.086,0.015,0.579,0.828,0.063,2.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Atlantic Northern Forest","Veery","Catharus fuscescens","VEER",739,20,1003,147,0.619,0.016,0.591,0.644,0.006,0.01,-0.008,0.024,0.214,0.161,0.02,0.526,0.633,0.037,0.581,0.703,-0.018,0.016,-0.041,0.011,0.263,0.214,0.025,0.698,0.091,0.019,0.064,0.125,0.002,0.015,-0.024,0.025,0.172,0.141,0.015,0.458,2.12,0.601,1.36,3.312,-0.006,0.009,-0.021,0.007,0.169,0.067,0.058,0.281,0.172,0.07,0.093,0.315,-0.019,0.02,-0.053,0.014,0.167,0.133,0.02,0.438
14,"Atlantic Northern Forest","Traill's Flycatcher","Empidonax alnorum/traillii","TRFL",573,13,474,10,0.516,0.034,0.449,0.56,-0.007,0.017,-0.031,0.024,0.351,0.309,0.034,0.98,0.306,0.049,0.235,0.396,0.03,0.03,-0.016,0.08,0.481,0.283,0.083,1.006,0.015,0.006,0.007,0.026,0.037,0.032,-0.008,0.096,0.572,0.506,0.046,1.597,1.445,0.464,0.914,2.357,0.01,0.014,-0.012,0.035,0.312,0.098,0.169,0.49,0.014,0.01,0.004,0.034,0.044,0.054,-0.037,0.14,0.828,0.614,0.086,2.024
14,"Atlantic Northern Forest","Downy Woodpecker","Dryobates pubescens","DOWO",164,24,186,117,0.534,0.047,0.473,0.626,0,0.025,-0.043,0.038,0.548,0.683,0.05,1.874,0.9,0.107,0.668,0.997,0.017,0.049,-0.057,0.097,1.706,2.006,0.192,6.59,0.539,0.108,0.389,0.742,0.009,0.016,-0.018,0.035,0.141,0.128,0.017,0.417,0.553,0.09,0.423,0.716,-0.009,0.012,-0.031,0.007,0.085,0.079,0.007,0.253,0.266,0.058,0.187,0.374,0.004,0.015,-0.026,0.023,0.136,0.113,0.014,0.373
